City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,agat village,13.3886,144.6585,32.06,79,75,3.09,GU,1727503964
361,bukhara,39.7747,64.4286,18.97,26,0,7.2,UZ,1727503966
362,kroya,-7.6331,109.2461,35.24,66,41,5.02,ID,1727503967
363,novodvinsk,64.4165,40.8122,14.86,73,92,7.07,RU,1727503968
364,glendive,47.1053,-104.7125,15.79,47,0,4.12,US,1727503969
365,aras-asan,8.8908,126.3033,30.35,70,77,5.48,PH,1727503971
366,newcastle,-32.9272,151.7765,19.32,74,75,7.2,AU,1727503735
367,bitam,2.076,11.5007,20.53,98,100,1.01,GA,1727503973
368,balykshi,47.0667,51.8667,16.0,27,0,5.0,KZ,1727503976
369,sinop,41.7711,34.8709,21.86,53,0,2.35,TR,1727503977
370,dryden,49.7833,-92.7503,13.16,82,0,2.57,CA,1727503978
371,sambava,-14.2667,50.1667,24.93,61,36,4.25,MG,1727503979
372,ringkobing,56.0901,8.244,9.99,53,94,9.26,DK,1727503726
373,piacabucu,-10.4056,-36.4344,22.84,88,40,3.38,BR,1727503982
374,hurghada,27.2574,33.8129,29.12,49,0,7.47,EG,1727503983
375,bogotol,56.2078,89.5342,3.2,77,100,2.8,RU,1727503984
376,arraias,-12.9288,-46.9437,23.28,27,15,1.62,BR,1727503986
377,midvagur,62.0511,-7.1939,4.46,81,75,7.2,FO,1727503987
378,obock,12.25,43.0833,31.32,33,84,3.79,DJ,1727503988
379,kruisfontein,-34.0033,24.7314,14.38,72,100,4.73,ZA,1727503989
380,boa vista,2.8197,-60.6733,26.99,78,0,2.06,BR,1727503990
381,cunit,41.1983,1.6365,15.5,69,0,3.13,ES,1727503992
382,lesnikovo,55.2822,65.3175,16.6,38,45,4.73,RU,1727503993
383,edmundston,47.3737,-68.3251,13.63,93,100,1.54,CA,1727503918
384,panama city beach,30.1766,-85.8055,26.72,67,0,2.68,US,1727503995
385,kristiansund,63.1115,7.732,3.96,96,100,3.6,NO,1727503997
386,yatou,37.15,122.3833,24.79,60,91,3.69,CN,1727503802
387,marco island,25.9363,-81.7157,27.24,99,100,5.84,US,1727503999
388,saudarkrokur,65.7461,-19.6394,1.81,79,93,1.29,IS,1727504000
389,plettenberg bay,-34.0527,23.3716,15.55,84,100,3.34,ZA,1727503748
390,gumushkhane,40.4603,39.4814,19.07,27,0,1.32,TR,1727504003
391,thompson,55.7435,-97.8558,7.09,93,0,0.0,CA,1727504004
392,singkil,-7.9855,111.4161,34.48,44,29,2.47,ID,1727504005
393,bargaal,11.2864,51.0773,30.87,54,31,3.64,SO,1727504006
394,yebaishou,41.3975,119.6408,21.87,54,52,6.39,CN,1727503779
395,shawano,44.7822,-88.609,16.33,100,0,0.0,US,1727504009
396,fengxiang,47.5833,130.8333,20.5,43,10,3.5,CN,1727503942
397,saranac lake,44.3295,-74.1313,8.39,99,100,1.25,US,1727504012
398,egersund,58.4513,5.9997,5.21,67,98,9.89,NO,1727504013
399,port lavaca,28.615,-96.6261,22.86,64,0,2.1,US,1727504014
400,turkmenbasy,40.0222,52.9552,20.24,19,98,10.29,TM,1727504016
401,hasaki,35.7333,140.8333,24.22,78,100,8.48,JP,1727504017
402,okhotsk,59.3833,143.3,9.29,90,100,4.51,RU,1727504018
403,richards bay,-28.783,32.0377,20.26,71,66,5.56,ZA,1727503788
404,berbera,10.4396,45.0143,34.64,45,59,2.26,SO,1727504021
405,santa terezinha,-29.9002,-50.0904,14.58,90,3,0.85,BR,1727504022
406,taksimo,56.3444,114.8794,8.14,31,14,0.69,RU,1727504024
407,tarauaca,-8.1614,-70.7656,21.68,98,96,0.45,BR,1727504025
408,embrun,44.5639,6.4953,5.15,88,53,2.34,FR,1727504027
409,xining,36.6167,101.7667,23.22,56,88,3.16,CN,1727503947
410,pierre,44.3683,-100.351,13.51,76,0,0.0,US,1727504029
411,dawei,14.0833,98.2,29.73,80,73,2.7,MM,1727504030
412,saint-philippe,-21.3585,55.7679,25.77,69,0,5.11,RE,1727504032
413,batumi,41.6416,41.6359,20.99,68,20,7.2,GE,1727504033
414,bojia,26.4672,111.9681,31.6,55,63,1.95,CN,1727503989
415,banqiao,25.0143,121.4672,30.53,63,36,3.13,TW,1727503823
416,varginha,-21.5514,-45.4303,17.48,89,20,2.71,BR,1727504036
417,shingu,33.7333,135.9833,25.07,90,100,2.53,JP,1727504038
418,callao,-12.0667,-77.15,17.62,88,100,5.14,PE,1727504018
419,al khums,32.6486,14.2619,25.74,55,0,4.41,LY,1727504040
420,as sulayyil,20.4607,45.5779,32.14,14,64,1.37,SA,1727504014
421,misratah,32.3754,15.0925,25.27,59,0,3.44,LY,1727504043
422,puerto ayacucho,5.6639,-67.6236,24.25,92,50,0.98,VE,1727504044
423,avanigadda,16.0215,80.9181,33.3,62,74,2.74,IN,1727504045
424,harper,4.375,-7.7169,24.17,91,100,3.31,LR,1727504046
425,kangasniemi,61.9936,26.6479,9.01,88,100,4.29,FI,1727504049
426,cassilandia,-19.1133,-51.7342,21.73,51,7,0.91,BR,1727504050
427,nizao,18.25,-70.2,25.76,80,42,4.67,DO,1727504051
428,taroa,8.7058,171.2275,28.86,75,80,4.04,MH,1727504052
429,alvaraes,-3.2208,-64.8042,22.39,99,88,1.24,BR,1727504054
430,guane,22.2025,-84.0875,26.17,91,91,3.99,CU,1727504055
431,kendari,-3.945,122.4989,30.05,65,57,2.81,ID,1727504056
432,priargunsk,50.3691,119.1012,9.8,82,100,6.33,RU,1727504057
433,bubaque,11.2833,-15.8333,26.31,85,97,4.66,GW,1727504059
434,fuling,29.7022,107.3919,35.36,40,51,4.48,CN,1727503985
435,wad rawah,15.1603,33.1397,31.62,48,38,5.62,SD,1727504063
436,floro,61.5996,5.0328,3.98,87,75,2.57,NO,1727504064
437,constantia,44.1833,28.65,20.39,78,0,5.72,RO,1727504068
438,mana,5.6592,-53.7767,26.37,89,100,3.97,GF,1727504069
439,bosobolo,4.1833,19.9,22.16,97,100,0.72,CD,1727504070
440,sitka,57.0531,-135.33,8.94,87,100,3.6,US,1727504071
441,nova vicosa,-17.8919,-39.3719,23.48,81,6,6.07,BR,1727504073
442,chinde,26.8418,88.0763,16.18,96,100,1.84,NP,1727504074
443,nanpara,27.8667,81.5,22.69,97,100,3.67,IN,1727504075
444,umm kaddadah,13.6017,26.6876,32.85,26,74,2.16,SD,1727504076
445,isiro,2.7739,27.616,20.85,96,100,0.85,CD,1727504078
446,dauphin,51.1494,-100.0502,15.08,67,0,5.66,CA,1727504079
447,columbia falls,48.3725,-114.1815,12.4,75,6,0.39,US,1727504080
448,coquimbo,-29.9533,-71.3436,10.85,100,100,2.06,CL,1727504004
449,borazjan,29.2666,51.2159,35.05,18,0,2.41,IR,1727504082
450,margate,51.3813,1.3862,6.5,88,6,5.99,GB,1727504084
451,esmeraldas,-19.7625,-44.3139,23.48,50,28,1.63,BR,1727504085
452,timbiqui,2.7717,-77.6654,23.81,95,93,1.95,CO,1727504086
453,buala,-8.145,159.5921,27.54,79,99,4.0,SB,1727504087
454,kirakira,-10.4544,161.9205,27.66,79,67,4.9,SB,1727504089
455,necochea,-38.5473,-58.7368,14.31,49,87,8.27,AR,1727504090
456,gorontalo,0.5412,123.0595,31.01,66,58,2.47,ID,1727504091
457,antonio enes,-16.2325,39.9086,27.87,52,0,2.52,MZ,1727504092
458,amungan,15.3652,119.9582,28.83,77,98,6.37,PH,1727504094
459,ash shafa,21.0694,40.3119,25.33,14,6,0.96,SA,1727504095
460,okha,53.5739,142.9478,12.8,70,98,4.75,RU,1727504096
461,villa regina,-39.1,-67.0667,12.21,22,93,5.97,AR,1727503834
462,kambove,-10.8764,26.5969,24.44,28,16,3.09,CD,1727504098
463,taltal,-25.4,-70.4833,13.24,83,12,0.58,CL,1727504100
464,tofol,5.3248,163.0078,29.46,69,75,3.98,FM,1727504101
465,gebeit,21.0667,36.3167,33.81,18,64,2.7,SD,1727504102
466,devoto,-31.4043,-62.3063,13.53,67,68,4.35,AR,1727504104
467,vicente guerrero,19.1194,-98.1708,13.71,99,100,0.86,MX,1727503825
468,reggane,26.7158,0.1714,31.03,23,10,4.46,DZ,1727504106
469,qarauyl,48.9451,79.255,7.53,50,87,2.29,KZ,1727504108
470,katsuren-haebaru,26.3369,127.8719,26.21,90,20,4.63,JP,1727504109
471,harar,9.3094,42.1258,20.56,64,72,1.21,ET,1727504110
472,arraial do cabo,-22.9661,-42.0278,21.37,88,92,9.87,BR,1727504111
473,ataq,14.5377,46.8319,28.97,21,80,2.26,YE,1727504112
474,ocozocoautla de espinosa,16.7667,-93.3667,18.43,98,100,1.17,MX,1727504114
475,kill devil hills,36.0307,-75.676,25.01,92,40,3.6,US,1727504115
476,nemuro,43.3236,145.575,16.52,89,52,7.28,JP,1727504116
477,mutum biyu,8.6333,10.7667,23.05,96,99,1.85,NG,1727504119
478,sretensk,52.2453,117.7093,9.75,55,99,4.03,RU,1727504120
479,al jawf,29.5,38.75,27.89,25,0,2.98,SA,1727504121
480,campos dos goytacazes,-21.75,-41.3,22.47,84,74,7.06,BR,1727504122
481,mount gambier,-37.8333,140.7667,20.68,39,98,5.26,AU,1727503908
482,valle de la pascua,9.2155,-66.0073,22.77,95,99,0.95,VE,1727504126
483,santander,43.4647,-3.8044,12.56,93,75,2.57,ES,1727504044
484,botoroaga,44.1483,25.5447,21.08,51,2,3.15,RO,1727504128
485,qamdo,31.1667,97.2333,13.13,42,80,2.7,CN,1727504058
486,altania,-23.8744,-53.9017,16.23,60,0,2.15,BR,1727504131
487,tobruk,32.0836,23.9764,24.9,68,0,4.23,LY,1727504132
488,sisimiut,66.9395,-53.6735,4.28,97,100,2.01,GL,1727504133
489,tuy hoa,13.0833,109.3,31.58,64,56,4.41,VN,1727504100
490,nampula,-15.1165,39.2666,26.97,44,0,4.63,MZ,1727504137
491,rikaze,29.25,88.8833,15.4,42,90,1.18,CN,1727504138
492,cidreira,-30.1811,-50.2056,14.77,89,1,0.69,BR,1727504140
493,zemio,5.0314,25.1361,21.67,96,99,2.39,CF,1727504141
494,howrah,22.5892,88.3103,33.0,70,75,4.12,IN,1727504142
495,savannakhet,16.566,104.751,31.8,66,54,2.7,LA,1727503581
496,dunedin,-45.8742,170.5036,12.67,71,73,0.89,NZ,1727503977
497,tindouf,27.6711,-8.1474,20.25,77,0,6.17,DZ,1727504146
498,chadron,42.8294,-102.9999,18.87,50,0,2.24,US,1727504147
499,cabugao,17.7931,120.4578,29.92,82,97,3.35,PH,1727504148
500,khash,28.2211,61.2158,26.65,21,0,1.84,IR,1727504149
501,at taj,24.2049,23.2857,25.95,39,0,6.27,LY,1727504151
502,tucuma,-0.1833,-50.05,26.47,82,55,4.51,BR,1727504152
503,kabinda,-6.1333,24.4833,25.15,60,100,2.71,CD,1727504153
504,beyneu,45.3167,55.2,17.33,31,0,7.89,KZ,1727504154
505,hecun,36.5333,114.1111,22.21,73,99,2.97,CN,1727504156
506,reo,12.3167,-2.4667,23.89,92,99,1.47,BF,1727504157
507,karratha,-20.7377,116.8463,28.21,36,5,5.85,AU,1727504158
508,laayoune,27.1622,-13.2032,21.19,100,100,5.66,EH,1727504159
509,chasong,41.4608,126.6414,24.43,47,0,1.15,KP,1727504161
510,wajir,1.7471,40.0573,26.87,54,36,7.2,KE,1727504162
511,realico,-35.0366,-64.2447,12.96,42,22,3.75,AR,1727504163
512,dhidhdhoo,6.8833,73.1,28.39,77,23,6.16,MV,1727504164
513,onega,63.9061,38.1404,14.1,69,91,7.94,RU,1727504165
514,saipan,15.1355,145.701,30.39,74,75,2.06,MP,1727504167
515,artova,40.1158,36.3001,10.94,40,0,0.81,TR,1727504168
516,ketrzyn,54.0768,21.3753,13.68,68,71,7.19,PL,1727504169
517,belyy yar,53.6039,91.3903,6.94,61,0,2.0,RU,1727504170
518,houghton,47.1219,-88.569,15.36,92,0,0.0,US,1727504172
519,villa gesell,-37.2639,-56.973,11.14,89,98,6.72,AR,1727504173
520,morondava,-20.2833,44.2833,26.38,62,0,3.15,MG,1727504174
521,sebring,27.4956,-81.4409,25.99,90,100,1.53,US,1727504091
522,malvan,16.0667,73.4667,28.42,79,100,4.14,IN,1727504177
523,korhogo,9.45,-5.6333,20.5,99,100,1.84,CI,1727504178
524,tupiza,-21.45,-65.7167,11.4,69,0,0.07,BO,1727504179
525,codrington,-38.2667,141.9667,20.18,47,76,6.99,AU,1727504180
526,palmer,42.1584,-72.3287,17.23,82,100,0.0,US,1727504181
527,salekhard,66.53,66.6019,11.48,71,79,5.13,RU,1727504183
528,krasnyy chikoy,50.3643,108.7512,6.46,55,100,2.75,RU,1727504184
529,evinayong,1.4368,10.5512,19.94,99,100,0.52,GQ,1727504185
530,molochnoye,59.2917,39.6787,15.3,87,98,5.57,RU,1727504186
531,nueva gerona,21.8833,-82.8,27.81,84,70,4.57,CU,1727504188
532,port isabel,26.0734,-97.2086,23.37,88,0,1.54,US,1727504189
533,freetown,8.484,-13.2299,23.84,88,75,2.57,SL,1727504190
534,bodaybo,57.8506,114.1933,7.97,42,13,1.07,RU,1727504191
535,camayenne,9.535,-13.6878,24.95,92,100,3.14,GN,1727504193
536,fisterra,42.9049,-9.2629,13.64,78,63,4.08,ES,1727504194
537,waslala,13.2333,-85.3833,21.65,96,94,0.6,NI,1727504195
538,synel'nykove,48.3204,35.5179,19.57,51,0,4.16,UA,1727504196
539,baijiantan,45.6333,85.1833,13.28,21,0,9.27,CN,1727504197
540,gaoping,30.7758,106.1029,34.36,40,81,5.24,CN,1727504199
541,ta`u,-14.2336,-169.5144,26.99,79,79,8.09,AS,1727504200
542,kajaani,64.2273,27.7285,6.03,93,100,7.2,FI,1727504201
543,san julian,21.0167,-102.1667,13.61,95,100,2.31,MX,1727504202
544,mukalla,14.5425,49.1242,30.1,75,96,2.76,YE,1727504204
545,poteau,35.0537,-94.6236,20.6,66,100,1.94,US,1727504205
546,mbulu,-3.85,35.5333,19.43,55,96,2.89,TZ,1727504206
547,palikir - national government center,6.9248,158.1611,27.47,94,100,2.06,FM,1727504207
548,la sarre,48.8002,-79.1996,11.24,93,0,2.47,CA,1727504209
549,yashkul',46.1711,45.3435,19.53,43,0,8.96,RU,1727504210
550,brisas de zicatela,15.8369,-97.0419,24.5,94,100,3.92,MX,1727504211
551,maua,-23.6678,-46.4614,16.67,81,59,3.16,BR,1727504212
552,jiangyin,31.9282,120.3126,28.98,50,2,4.78,CN,1727504214
553,humaita,-7.5061,-63.0208,22.77,94,97,1.1,BR,1727504215
554,niesky,51.2924,14.8211,13.11,73,97,6.52,DE,1727504216
555,quellon,-43.1167,-73.6167,8.34,94,90,5.25,CL,1727504217
556,kolonia town,6.964,158.206,28.06,94,100,2.06,FM,1727504218
557,vilyuysk,63.7553,121.6247,3.5,81,99,3.01,RU,1727504220
558,karasburg,-28.0167,18.75,14.81,77,100,2.45,NA,1727504221
